method_id,phase,phase_bg,primary_component,title,original_text,template_text,Z1,Z2,Z3,Z4,Z5,Z6,OSI,SSI,default_duration_min,zone_distribution,min_readiness,max_percent_tref,tags,phase_reason,source_month,microcycle,microcycle_type,day_raw
m_192,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. КТ ски - 1:30-1:40 ч 1 зона След обяд: 1. Крос - 0:40-0:50 ч 1зона,Преди обяд: 1. КТ ски - {време} 1 зона След обяд: 1. Крос - {време} 1зона,120.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,"{""Z1"": 120.0, ""Z2"": 30.0}",60,0.5,"крос,ски",обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 32,ТИП НА МИКРОЦИКЪЛА: Развиващ,НЕДЕЛЯ 23.11
m_195,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. КТ Ски - 1:20-1:30 ч 1 зона ...,Преди обяд: 1. КТ Ски - {време} 1 зона ...,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,"{""Z1"": 80.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Декември,МИКРОЦИКЪЛ 33,ТИП НА МИКРОЦИКЪЛА: Състезателен,ВТОРНИК 02.12
m_198,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Крос/класика - 0:50/1:20 мин 1 зона,Преди обяд: Крос/класика - {време}/{време}мин 1 зона,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"{""Z1"": 60.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Декември,МИКРОЦИКЪЛ 33,ТИП НА МИКРОЦИКЪЛА: Състезателен,ПЕТЪК 05.12
m_073,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. Колело (1:30 – 2:00 ч) 1-2 зона 2. Тренажор 8 серии по 3 мин през 1 мин почивка; След обяд: Почивка,Преди обяд: 1. Колело ({време}) 1-2 зона 2. Тренажор 8 серии по {мин} мин през {мин} мин почивка; След обяд: Почивка,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,"{""Z1"": 90.0, ""Z2"": 30.0}",60,0.5,"колело,тренажор",обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 17,ТИП НА МИКРОЦИКЪЛА: Развиващ,СРЯДА 13.08
m_076,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: Планински преход 1-2 зона (3:00-3:30ч) - 1:30 ч горна граница на 2 зона След обяд: Почивка,Преди обяд: Планински преход 1-2 зона ({време}) - {време} горна граница на 2 зона След обяд: Почивка,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 17,ТИП НА МИКРОЦИКЪЛА: Развиващ,СЪБОТА 16.08
m_085,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 50-60 мин крос 1 зона или почивка,Преди обяд: {мин} мин крос 1 зона или почивка,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"{""Z1"": 60.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ВТОРНИК 26.08
m_101,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. Колело до Гърция - 4-4:30 ч 1 зона След обяд: Почивка,Преди обяд: 1. Колело до Гърция - 4-{време} 1 зона След обяд: Почивка,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,"{""Z1"": 270.0}",60,0.5,колело,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 20,ТИП НА МИКРОЦИКЪЛА: Развиващ,СРЯДА 03.09
m_114,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. КТ Колело + тренажор - КТ колело 3:00 – 3:30 ч 1-2 зона - 6 по 4 км - КТ тренажор 8 серии по 3 мин през 1 мин почивка 1-2 зона; След обяд: Почивка,Преди обяд: 1. КТ Колело + тренажор - КТ колело {време} 1-2 зона - {повторения} по {дължина} км - КТ тренажор 8 серии по {мин} мин през {мин} мин почивка 1-2 зона; След обяд: Почивка,210.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 210.0, ""Z2"": 30.0}",60,0.5,"колело,тренажор",обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,ЧЕТВЪРТЪК 18.09
m_119,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. Крос 1:45-2:00 ч 1-2 зона + тренажор 8 по 3 минпрез 1 мин почивка,Преди обяд: 1. Крос {време} 1-2 зона + тренажор 8 по 3 минпрез {мин} мин почивка,110.00000000000001,40.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,"{""Z1"": 110.0, ""Z2"": 40.0}",60,0.5,"крос,тренажор",обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,НЕДЕЛЯ 05.10
m_127,early,1/3 до старта,Z1,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 210.0}",60,0.5,,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ПЕТЪК 26.09
m_135,early,1/3 до старта,Z1,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,"{""Z1"": 270.0}",60,0.5,,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 24,ТИП НА МИКРОЦИКЪЛА: Развиващ,СРЯДА 01.10
m_142,early,1/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. Крос/ролки 0:50/1:00 ч + спринтове - крос/ролки 0:50/1:00 ч 1-2 зона - упражнения и бегови - 8-12 по 60/100 м ускорение през 1:30 мин почивка (с резерв за да не ви хване мускулна треска) - 10 мин разпускане,Преди обяд: 1. Крос/ролки {време}/{време} + спринтове - крос/ролки {време}/{време} 1-2 зона - упражнения и бегови - 8-12 по 60/100 м ускорение през {време}мин почивка (с резерв за да не ви хване мускулна треска) - {мин} мин разпускане,40.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,73.0,"{""Z1"": 40.0, ""Z2"": 30.0, ""Z5"": 3.0}",60,0.5,"ролки,крос,спринт",обща издръжливост/ОСИ/база,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПЕТЪК 24.10
m_013,early,1/3 до старта,Z2,Основна аеробна работа,"2:30 ч преход 1 зона в планината, 1:30 час 2 ра зона","{време} преход 1 зона в планината, {време}ас 2 ра зона",60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,"{""Z1"": 60.0, ""Z2"": 90.0}",80,0.5,,обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 3,ТИП НА МИКРОЦИКЪЛА:,СЪБОТА
m_037,middle,2/3 до старта,OSI,Обща силова издръжливост,"Преди обяд: КФИ -Дианабат, София След обяд: 1. Загрявка (10 мин бягане) - Силова издръжливост /силова зала/ 50 мин/3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част","Преди обяд: КФИ -Дианабат, София След обяд: 1. Загрявка ({мин} мин бягане) - Силова издръжливост /силова зала/ {мин} мин/3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част",17.0,4.0,4.0,4.0,5.0,0.0,50.0,0.0,84.0,"{""Z1"": 17.0, ""Z2"": 4.0, ""Z3"": 4.0, ""Z4"": 4.0, ""Z5"": 5.0, ""OSI"": 50.0}",80,0.55,силова,темпова/специална издръжливост,Юни,МИКРОЦИКЪЛ 10,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПОНЕДЕЛНИК 23.06
m_019,middle,2/3 до старта,OSI,Почивка / възстановителен ден,"1 тренировка: 1 ч крос 1-2 зона, като който се чувства свеж след първите 20 мин прави 3-4 по 30 сек бързи отсечки, свободни без ограничения за скорост и почивка между тях. 2 тренировка: или веднага след 1 ва та тренировка 30 мин фитнес (2-3 серии 3 упражнения за ръце, три за средна част и 2 за крака, всяко упражнение се прави по 30 сек с почивка 30 сек и 3 мин между сериите)","1 тренировка: {часове} ч крос 1-2 зона, като който се чувства свеж след първите {мин} мин прави 3-{повторения} по {дължина} сек бързи отсечки, свободни без ограничения за скорост и почивка между тях. 2 тренировка: или веднага след 1 ва та тренировка {мин} мин фитнес (2-3 серии 3 упражнения за ръце, три за средна част и 2 за крака, всяко упражнение се прави по {сек} сек с почивка {сек} сек и {мин} мин между сериите)",30.0,30.0,0.0,2.0,0.0,0.0,30.0,2.0,94.0,"{""Z1"": 30.0, ""Z2"": 30.0, ""Z4"": 2.0, ""OSI"": 30.0, ""SSI"": 2.0}",80,0.55,"крос,фитнес",темпова/специална издръжливост,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,ПЕТЪК
m_118,middle,2/3 до старта,SSI,Специална силова издръжливост,"Преди обяд: 1. Крос 00:45-1:00 ч + Силова издръжливост /силова зала/ 3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част След обяд: 1. Ролки - 1:30-1:40 ч 1-2 зона","Преди обяд: 1. Крос {време} + Силова издръжливост /силова зала/ 3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част След обяд: 1. Ролки - {време} 1-2 зона",120.0,50.0,0.0,0.0,0.0,0.0,60.0,50.0,280.0,"{""Z1"": 120.0, ""Z2"": 50.0, ""OSI"": 60.0, ""SSI"": 50.0}",90,0.55,"ролки,крос,силова",темпова/специална издръжливост,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,ПЕТЪК 03.10
m_177,middle,2/3 до старта,SSI,Специална силова издръжливост,Преди обяд: 1. Ски - 2:00-2:30 ч 1-2 зона,Преди обяд: 1. Ски - {време} 1-2 зона,120.0,30.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,"{""Z1"": 120.0, ""Z2"": 30.0, ""SSI"": 50.0}",90,0.55,ски,темпова/специална издръжливост,Ноември,МИКРОЦИКЪЛ 30,ТИП НА МИКРОЦИКЪЛА: Развиваш,ЧЕТВЪРТЪК 23.02
m_025,middle,2/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело (4:00-4:30 ч) зона 1 – равномерно каране с включени 6 х 20 сек ускорения. След обяд: 1. Стрелба от спокойно положение (техника) 1ч.,Преди обяд: 1. Колело ({време}) зона 1 – равномерно каране с включени {повторения}×{дължина} сек ускорения. След обяд: 1. Стрелба от спокойно положение (техника) {часове} ч.,210.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,272.0,"{""Z1"": 210.0, ""Z2"": 60.0, ""Z4"": 2.0}",60,0.55,колело,темпова/специална издръжливост,Май,МИКРОЦИКЪЛ 5,ТИП НА МИКРОЦИКЪЛА:,ЧЕТВЪРТЪК 05.06
m_029,middle,2/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело (4:00-4:30 ч) зона 1 – равномерно каране с включени 6 х 20 сек ускорения. След обяд: СПА,Преди обяд: 1. Колело ({време}) зона 1 – равномерно каране с включени {повторения}×{дължина} сек ускорения. След обяд: СПА,210.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,272.0,"{""Z1"": 210.0, ""Z2"": 60.0, ""Z4"": 2.0}",60,0.55,колело,темпова/специална издръжливост,Май,МИКРОЦИКЪЛ 6,ТИП НА МИКРОЦИКЪЛА:,ЧЕТВЪРТЪК 05.06
m_035,middle,2/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело (3:00-3:30 ч) зона 1-2 – равномерно каране с включени 6 х 20 сек ускорения.,Преди обяд: 1. Колело ({време}) зона 1-2 – равномерно каране с включени {повторения}×{дължина} сек ускорения.,150.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,212.0,"{""Z1"": 150.0, ""Z2"": 60.0, ""Z4"": 2.0}",60,0.55,колело,темпова/специална издръжливост,Юни,МИКРОЦИКЪЛ 9,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,СЪБОТА 21.06
m_043,middle,2/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. Стрелба от спокойно положение - тест 2. Колело (3:00 – 3:30 ч) 1-2 зона - 1:30 ч горна граница на 2 зона (лактат около 2 ммол/л) След обяд: Почивка,Преди обяд: 1. Стрелба от спокойно положение - тест 2. Колело ({време}) 1-2 зона - {време} горна граница на 2 зона (лактат около 2 ммол/л) След обяд: Почивка,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.55,"колело,лактат",темпова/специална издръжливост,Юни,МИКРОЦИКЪЛ 11,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 30.06
m_048,middle,2/3 до старта,Z1,Почивка / възстановителен ден,Преди обяд: 1. КТ колело + тренажор (3:00 – 3:30 ч) 1-2 зона - 8 по 3 мин тренажор 1-2 зона ; - 8 по 4 км колело 1 зона; - 1:30 ч 2 зона (лактат около 2 ммол/л). След обяд: Почивка,Преди обяд: 1. КТ колело + тренажор ({време}) 1-2 зона - {повторения} по {дължина} мин тренажор 1-2 зона ; - {повторения} по {дължина} км колело 1 зона; - {време} 2 зона (лактат около 2 ммол/л). След обяд: Почивка,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.55,"колело,лактат,тренажор",темпова/специална издръжливост,Юни,МИКРОЦИКЪЛ 12,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 07.07
m_002,middle,2/3 до старта,Z3,Почивка / възстановителен ден,"Колело: 40 мин загрявка, 3 по 8-10 мин горна граница на 3 та зона през 5 мин леко каране, последни 3 мин на последната отсека в 4 та зона 2 тренировка или веднага след 1 ва та тренировка 30 мин фитнес (2-3 серии 3 упражнения за ръце, три за средна част и 2 за крака, всяко упражнение се прави по 30 сек с почивка 30 сек и 3 мин между сериите)","Колело: {мин} мин загрявка, {повторения} по {дължина} мин горна граница на 3 та зона през {мин} мин леко каране, последни {мин} мин на последната отсека в 4 та зона 2 тренировка или веднага след 1 ва та тренировка {мин} мин фитнес (2-3 серии 3 упражнения за ръце, три за средна част и 2 за крака, всяко упражнение се прави по {сек} сек с почивка {сек} сек и {мин} мин между сериите)",54.99999999999999,0.0,30.0,3.0,0.0,0.0,30.0,0.0,118.0,"{""Z1"": 55.0, ""Z3"": 30.0, ""Z4"": 3.0, ""OSI"": 30.0}",90,0.55,"колело,фитнес",темпова/специална издръжливост,АПРИЛ,МИКРОЦИКЪЛ 1,ТИП НА МИКРОЦИКЪЛА:,ВТОРНИК 29.04
m_018,middle,2/3 до старта,Z3,Почивка / възстановителен ден,"1 тренировка: Крос 1:00 ч. След първите 20 мин загрявка (Зона 1) 2 × 7 мин в долна граница на зона 3, с 5 мин леко бягане между тях Последните 10 минути леко разпускане (Зона 1) 2 тренировка: Колело 1 ч (Зона 1) След 20-та минута: 6 по 1:30 мин педалиране в горна зона 3 Почивка: 1:30 мин леко каране между повторенията","1 тренировка: Крос {време}. След първите {мин} мин загрявка (Зона 1) 2 × {мин} мин в долна граница на зона 3, с {мин} мин леко бягане между тях Последните 10 минути леко разпускане (Зона 1) 2 тренировка: Колело {часове} ч (Зона 1) След 20-та минута: 6 по {време}мин педалиране в горна зона 3 Почивка: {време}мин леко каране между повторенията",90.0,0.0,23.000000000000004,0.0,0.0,0.0,0.0,10.0,123.0,"{""Z1"": 90.0, ""Z3"": 23.0, ""SSI"": 10.0}",90,0.55,"крос,колело",темпова/специална издръжливост,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,ЧЕТВЪРТЪК
m_021,middle,2/3 до старта,Z3,Почивка / възстановителен ден,Почивка,Почивка,300.0,90.0,23.000000000000004,4.0,2.0,0.0,60.0,12.0,491.0,"{""Z1"": 300.0, ""Z2"": 90.0, ""Z3"": 23.0, ""Z4"": 4.0, ""Z5"": 2.0, ""OSI"": 60.0, ""SSI"": 12.0}",90,0.55,,темпова/специална издръжливост,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,НЕДЕЛЯ
m_011,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"1 тренировка: Крос 20 мин загрявка 3 по 7 мин в долни граници на 3 та зона през 5 мин леко бягне. Бягането е свободно в границата на устойчивото темпо, резерва след тази тренировка е възможнотта да се направят още 3 отсечки със същата скорост. 2 тренировка: 15 мин загрявка + 10-12 по 1 мин през 1 мин леко ходеня и бягане, скоростта на бързите отсечки отговаря на интензивност горна граница на 3 зона, комфортно устойчиво темпо. Резерва е равен на възможност за поддържане на тази интензивност още толкова бързи отсечки.","1 тренировка: Крос {мин} мин загрявка {повторения} по {дължина} мин в долни граници на 3 та зона през {мин} мин леко бягне. Бягането е свободно в границата на устойчивото темпо, резерва след тази тренировка е възможнотта да се направят още 3 отсечки със същата скорост. 2 тренировка: {мин} мин загрявка + 10-{повторения} по {дължина} мин през {мин} мин леко ходеня и бягане, скоростта на бързите отсечки отговаря на интензивност горна граница на 3 зона, комфортно устойчиво темпо. Резерва е равен на възможност за поддържане на тази интензивност още толкова бързи отсечки.",35.0,0.0,33.0,0.0,0.0,0.0,0.0,10.0,78.0,"{""Z1"": 35.0, ""Z3"": 33.0, ""SSI"": 10.0}",90,0.55,крос,темпова/специална издръжливост,АПРИЛ,МИКРОЦИКЪЛ 3,ТИП НА МИКРОЦИКЪЛА:,ЧЕТВЪРТЪК
m_023,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. Ролки (1:30ч) 40 мин леко + 4-5 х 8 мин зона 3 в изкачване през 2 мин леко каране След обед: 1. Стрелба от спокойно положение (техническа) 1ч. Бягане (1:00 ч), 15 мин загрявка + 10 х 2 мин зона 3 / 2 мин зона 1","Преди обяд: 1. Ролки ({време}) {мин} мин леко + 4-{повторения}×{дължина} мин зона 3 в изкачване през {мин} мин леко каране След обед: 1. Стрелба от спокойно положение (техническа) {часове} ч. Бягане ({време}), {мин} мин загрявка + {повторения}×{дължина} мин зона 3 / {мин} мин зона 1",90.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,150.0,"{""Z1"": 90.0, ""Z3"": 60.0}",90,0.55,"ролки,изкачване",темпова/специална издръжливост,Май,МИКРОЦИКЪЛ 5,ТИП НА МИКРОЦИКЪЛА:,ВТОРНИК 03.06
m_028,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,П О Ч И В К А,П О Ч И В К А,795.0,260.0,90.0,3.0,3.0,0.0,100.0,0.0,1251.0,"{""Z1"": 795.0, ""Z2"": 260.0, ""Z3"": 90.0, ""Z4"": 3.0, ""Z5"": 3.0, ""OSI"": 100.0}",90,0.55,,темпова/специална издръжливост,Май,МИКРОЦИКЪЛ 5,ТИП НА МИКРОЦИКЪЛА:,НЕДЕЛЯ 08.06
m_033,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. Ролки (1:30ч) 30 мин леко + 3 х 10-12 мин зона 3 (лактат 3-3.5) в изкачване през 2 мин леко каране След обед: Бягане (0:45 ч), 15 мин загрявка + 10-12 х 30-40 сек зона 4 / 1 мин зона 1 (лактат до 5) - 10 мин разпускане","Преди обяд: 1. Ролки ({време}) {мин} мин леко + {повторения}×{дължина} мин зона 3 (лактат 3-3.5) в изкачване през {мин} мин леко каране След обед: Бягане ({време}), {мин} мин загрявка + 10-{повторения}×{дължина} сек зона 4 / {мин} мин зона 1 (лактат до 5) - {мин} мин разпускане",60.0,0.0,36.0,7.0,0.0,0.0,0.0,0.0,103.0,"{""Z1"": 60.0, ""Z3"": 36.0, ""Z4"": 7.0}",90,0.55,"ролки,изкачване,лактат",темпова/специална издръжливост,Юни,МИКРОЦИКЪЛ 9,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ЧЕТВЪРТЪК 19.06
m_062,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,Преди обяд: 1. Ролки/крос - 15 мин загрявака - 5-6 х 8 мин (ролки) или 4-5 по 8 мин (бягане) зона 3 (лактат 3-3.5) през 2 мин леко каране/бягане - 10 мин разпускане,Преди обяд: 1. Ролки/крос - {мин} мин загрявака - 5-{повторения}×{дължина} мин (ролки) или 4-{повторения} по {дължина} мин (бягане) зона 3 (лактат 3-3.5) през {мин} мин леко каране/бягане - {мин} мин разпускане,30.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,78.0,"{""Z1"": 30.0, ""Z3"": 48.0}",90,0.55,"ролки,крос,лактат",темпова/специална издръжливост,Юли,МИКРОЦИКЪЛ 15,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ПЕТЪК 25.07
m_071,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,Преди обяд: 1. КТ ролки (път) - 15 мин леко каране - 6-7 х 2/2.5 км зона 3 (лактат до 3.5) След обед: 1. Ролки ССИ - 15 мин загрявка - 2 серии по 7 х 30-40 сек зона 5 (ръце/крака)/ 1:30 мин зона 1 (лактат до 6) - 10 мин разпускане,Преди обяд: 1. КТ ролки (път) - {мин} мин леко каране - 6-7 х 2/2.5 км зона 3 (лактат до 3.5) След обед: 1. Ролки ССИ - {мин} мин загрявка - 2 серии по {повторения}×{дължина} сек зона 5 (ръце/крака)/ {време}мин зона 1 (лактат до 6) - {мин} мин разпускане,80.0,0.0,48.99999999999999,4.0,4.0,0.0,0.0,20.0,157.0,"{""Z1"": 80.0, ""Z3"": 49.0, ""Z4"": 4.0, ""Z5"": 4.0, ""SSI"": 20.0}",90,0.55,"ролки,лактат",темпова/специална издръжливост,Август,МИКРОЦИКЪЛ 17,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 11.08
m_095,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. Ролки; - 20 мин загрявка; - 5-6 по 8 мин 3 зона (до 3-3.5 лактат), през 1:30 леко каране. - 10-15 мин стречинг","Преди обяд: 1. Ролки; - {мин} мин загрявка; - 5-{повторения} по {дължина} мин 3 зона (до 3-3.5 лактат), през {време}леко каране. - {мин} мин стречинг",30.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,88.0,"{""Z1"": 30.0, ""Z2"": 10.0, ""Z3"": 48.0}",90,0.55,"ролки,лактат",темпова/специална издръжливост,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,НЕДЕЛЯ 28.09
m_128,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. Ролки; - 20 мин загрявка; - 5-6 по 8 мин 3 зона (до 3-3.5 лактат), през 1:30 леко каране. - 10-15 мин стречинг","Преди обяд: 1. Ролки; - {мин} мин загрявка; - 5-{повторения} по {дължина} мин 3 зона (до 3-3.5 лактат), през {време}леко каране. - {мин} мин стречинг",800.0,110.0,96.0,0.0,2.0,0.0,50.0,0.0,1058.0,"{""Z1"": 800.0, ""Z2"": 110.0, ""Z3"": 96.0, ""Z5"": 2.0, ""OSI"": 50.0}",90,0.55,"ролки,лактат",темпова/специална издръжливост,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,НЕДЕЛЯ 28.09
m_129,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. КТ Ролки; - 15 мин загрявка; - 4 по 300 м със стрелба 3 зона. - 8 по 2/2.5 км ролбан 3 зона (до 3-3.5 лактат), първите 4 с пушки. - 10-15 мин стречинг След обяд: 1. Крос 0:50-1:00 ч. 1 зона","Преди обяд: 1. КТ Ролки; - {мин} мин загрявка; - {повторения} по {дължина} м със стрелба 3 зона. - 8 по 2/2.5 км ролбан 3 зона (до 3-3.5 лактат), първите 4 с пушки. - {мин} мин стречинг След обяд: 1. Крос {време}. 1 зона",80.0,30.0,60.0,0.0,0.0,0.0,60.0,0.0,230.0,"{""Z1"": 80.0, ""Z2"": 30.0, ""Z3"": 60.0, ""OSI"": 60.0}",90,0.55,"ролки,крос,лактат",темпова/специална издръжливост,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ВТОРНИК 14.10
m_143,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. Ролки: - 20 мин загрявка; - 6-7 по 8 мин 3 зона (до 3-3.5 лактат), през 1:30 леко каране. - 10-15 мин стречинг След обяд: 1. Загрявка 15 мин + Максимална сила /силова зала/ 50 мин/3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част","Преди обяд: 1. Ролки: - {мин} мин загрявка; - 6-{повторения} по {дължина} мин 3 зона (до 3-3.5 лактат), през {време}леко каране. - {мин} мин стречинг След обяд: 1. Загрявка {мин} мин + Максимална сила /силова зала/ {мин} мин/3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част",30.0,10.0,56.0,0.0,0.0,0.0,60.0,0.0,156.0,"{""Z1"": 30.0, ""Z2"": 10.0, ""Z3"": 56.0, ""OSI"": 60.0}",90,0.55,"ролки,силова,лактат",темпова/специална издръжливост,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,СЪБОТА 25.10
m_151,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,Преди обяд: 1. Ски - 1:50-2:30 ч След обед: 1. КТ ролки (ролбан) - 15 мин загрявка - 4 по 300 м 3 зона - 7-8 х 2/2.5 км зона 3 (лактат 3.5) 15 мин разпускане-,Преди обяд: 1. Ски - {време} След обед: 1. КТ ролки (ролбан) - {мин} мин загрявка - {повторения} по {дължина} м 3 зона - 7-8 х 2/2.5 км зона 3 (лактат 3.5) {мин} мин разпускане-,150.0,30.0,56.0,0.0,0.0,0.0,0.0,50.0,286.0,"{""Z1"": 150.0, ""Z2"": 30.0, ""Z3"": 56.0, ""SSI"": 50.0}",90,0.55,"ролки,ски,лактат",темпова/специална издръжливост,Октомври,МИКРОЦИКЪЛ 28,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПЕТЪК 31.10
